gene,SJRHB046412_C1,SJRHB046412_C2,SJRHB046412_C3,SJRHB046412_C4,SJRHB046412_C5,SJRHB046412_C6,SJRHB046412_C7,SJRHB046412_C8,SJRHB046412_C9
ZCCHC2,1603,1375,2191,1470,1718,1100,1017,1311,1476
ZCCHC24,5808,5342,6007,6383,7374,3820,3744,5863,6614
ZCCHC3,5485,5264,5829,4125,4875,3548,3514,4100,4895
ZCCHC4,2009,2019,2778,1554,1755,1487,1305,1300,1777
ZCCHC5,2,0,0,1,0,2,1,1,2
ZCCHC6,3022,3792,3049,2846,3137,2982,2774,2721,3356
ZCCHC7,3431,2866,4885,2468,2646,2109,1874,2150,2489
ZCCHC8,3321,3696,4194,2987,3156,2608,2352,2736,3156
ZCCHC9,2035,1991,2510,1131,1312,1398,1253,1145,1382
ZCRB1,3408,2529,4094,1757,1986,1720,1626,1591,1870
ZCWPW1,375,278,564,143,145,102,118,135,154
ZCWPW2,193,202,204,151,168,142,123,104,136
ZDBF2,8356,7928,11433,8436,9182,6607,5350,7516,8950
ZDHHC1,10,39,29,5,16,18,12,11,5
ZDHHC11,58,45,76,49,39,21,15,41,30
ZDHHC11B,1,1,11,3,1,1,3,2,2
ZDHHC12,1313,1077,1576,604,755,824,812,742,792
ZDHHC13,2280,2348,2880,1908,2156,1742,1614,1793,1974
ZDHHC14,2952,2259,4118,1683,1916,1371,1411,1364,1636
ZDHHC15,929,1082,964,585,707,653,570,549,662
ZDHHC16,2536,2477,3399,1574,1775,1656,1694,1524,1823
ZDHHC17,3088,3327,4026,2515,2812,2134,1832,2285,2786
ZDHHC18,3288,2959,4494,2913,3249,2402,2409,2734,3309
ZDHHC19,0,3,0,4,6,6,4,6,2
ZDHHC2,19,7,12,23,39,13,15,29,23
ZDHHC20,2980,3235,3153,2130,2536,2334,2043,2065,2553
ZDHHC20-IT1,41,35,40,30,31,26,31,23,35
ZDHHC21,2811,2675,3808,2242,2406,2276,1821,2104,2636
ZDHHC22,1668,1607,2145,1363,1664,910,912,1156,1297
ZDHHC23,123,109,164,121,134,62,55,90,88
ZDHHC24,419,495,495,200,223,265,239,227,253
ZDHHC3,3065,2936,3431,2122,2633,2337,2214,2118,2499
ZDHHC4,2460,1841,3297,1588,1735,1414,1278,1520,1705
ZDHHC5,9102,8476,11026,5962,7068,6285,6164,5840,7184
ZDHHC6,3693,3557,4783,2220,2491,2467,2214,2032,2654
ZDHHC7,3012,2986,3538,1817,2169,2031,1952,1868,2296
ZDHHC8,1969,2214,2788,1243,1434,1314,1203,1350,1453
ZDHHC9,1296,1266,1545,1053,1211,995,908,1007,1082
ZEB1,12194,14512,11482,6082,7106,6354,5590,5535,6739
ZEB1-AS1,763,911,937,344,438,330,264,349,390
ZEB2,22218,28506,21131,18604,20894,24676,22324,19348,22680
ZEB2-AS1,117,193,145,96,96,88,82,77,92
ZER1,2687,2693,2763,1598,1839,1875,1737,1930,2092
ZFAND1,1433,1369,1935,1257,1309,1020,891,1097,1239
ZFAND2A,499,416,550,334,376,338,322,329,415
ZFAND2B,1105,1045,1239,891,1044,803,898,963,1073
ZFAND3,4951,4745,5212,3770,4191,3898,3663,3774,4322
ZFAND4,28,50,11,24,34,17,21,13,14
ZFAND5,6052,6667,6620,5908,6636,5508,4808,5779,6945
ZFAND6,4089,3831,5130,3489,3733,2844,2387,3101,3641
ZFAS1,6489,6088,8400,6302,6963,5359,4977,5520,6546
ZFAT,1757,1864,2167,1007,1083,1140,1053,1027,1130
ZFAT-AS1,0,0,0,2,0,0,0,0,0
ZFC3H1,13707,15454,18942,7814,8364,7888,6890,6453,7856
ZFHX2,648,644,770,186,198,326,279,236,224
ZFHX3,8091,8060,10075,3937,5028,5098,4673,4227,4802
ZFHX4,6880,10693,5376,3313,3735,7880,6621,4439,5310
ZFHX4-AS1,8,17,3,3,3,25,13,8,5
ZFP1,1203,1207,1449,971,1115,918,811,950,1025
ZFP14,2044,2109,2506,1239,1301,1269,1029,1182,1383
ZFP2,76,80,120,55,67,32,20,42,44
ZFP28,2111,2141,2636,1837,2031,1502,1291,1680,1866
ZFP3,83,60,151,120,158,78,76,139,137
ZFP30,2662,2603,3322,2022,2365,1669,1460,1911,2263
ZFP36,322,491,312,226,247,520,482,310,332
ZFP36L1,22579,26947,20599,14567,17402,15809,14284,15233,17176
ZFP36L2,2861,3004,2813,2318,2840,2895,2759,2440,2772
ZFP37,1228,1363,1320,939,1117,1003,875,918,1059
ZFP41,2688,2201,3957,1768,1976,1381,1358,1597,1836
ZFP42,2,1,0,2,0,0,0,1,1
ZFP57,0,0,0,0,1,0,0,0,0
ZFP62,3065,3172,4231,2032,2255,1894,1860,1754,2047
ZFP64,1205,1040,1611,926,1132,790,778,907,1064
ZFP69,780,810,828,774,930,635,567,660,824
ZFP69B,879,930,889,611,724,603,592,623,725
ZFP82,1966,1951,2607,1746,1936,1377,1331,1437,1763
ZFP90,3789,3458,5143,2265,2542,2110,1811,1955,2308
ZFP91,8612,7563,10307,5723,6773,5577,5076,5420,6725
ZFP91-CNTF,0,0,0,0,0,0,0,0,0
ZFP92,0,0,1,0,0,0,0,0,0
ZFPL1,868,723,1051,489,512,511,503,515,595
ZFPM1,575,522,651,373,492,360,310,383,458
ZFPM2,606,1063,262,443,491,645,561,465,547
ZFR,12270,13663,14199,9753,10997,9913,8980,9202,11120
ZFR2,0,0,0,1,0,0,0,1,1
ZFX,5715,5749,6213,3658,4309,3642,3448,3565,4430
ZFX-AS1,15,10,18,3,8,5,5,4,4
ZFY,0,0,1,0,0,2,0,1,0
ZFY-AS1,0,0,0,0,0,0,0,0,0
ZFYVE1,1550,1779,1545,1025,1170,1317,1145,1118,1205
ZFYVE16,13074,14292,15122,7331,8254,7455,6629,6541,8149
ZFYVE19,766,873,1124,493,650,555,525,516,614
ZFYVE20,6405,6327,7633,4177,4969,4379,4127,4105,4856
ZFYVE21,1229,1162,1585,835,881,698,628,777,871
ZFYVE26,5289,5308,6018,3396,3890,3764,3615,3497,4005
ZFYVE27,1253,1302,1900,839,1002,873,824,898,1008
ZFYVE28,31,31,35,14,8,10,4,5,11
ZFYVE9,6109,5885,7698,5030,5576,3923,3817,4387,5292
ZG16,0,0,0,0,0,1,0,0,0
ZG16B,0,0,1,0,0,1,0,0,0
ZGLP1,51,53,88,35,34,27,24,21,37
ZGPAT,754,991,1102,568,600,504,521,533,662
ZHX1,4166,3777,5003,2463,2780,2635,2199,2390,3120
ZHX1-C8ORF76,27,23,34,14,17,12,18,13,12
ZHX2,776,909,877,438,451,713,630,476,551
ZHX3,4374,4653,5052,2349,2736,2893,2688,2321,2559
ZIC1,4225,5467,3635,3308,3795,4295,3805,3735,4404
ZIC2,627,513,866,547,583,413,411,514,505
ZIC3,520,247,876,197,254,130,106,167,204
ZIC4,259,378,185,129,133,226,196,126,180
ZIC4-AS1,0,0,0,0,0,0,0,0,0
ZIC5,359,283,415,260,239,170,196,233,257
ZIK1,2447,2362,2600,2132,2573,1736,1640,1962,2512
ZIM2,114,136,203,209,224,132,99,150,198
ZIM3,1,1,0,2,0,0,0,0,0
ZKSCAN1,11819,11812,14682,8142,9189,7303,6375,7501,8891
ZKSCAN2,4779,3820,5898,2477,3035,2347,2215,2295,2907
ZKSCAN3,980,974,1145,640,713,638,567,590,701
ZKSCAN4,364,392,420,259,320,289,299,266,317
ZKSCAN5,3454,3490,4013,2493,2783,2387,2225,2420,2889
ZKSCAN7,797,675,1121,542,547,479,408,431,490
ZKSCAN8,5486,5265,6753,4607,5263,4034,3480,4222,5334
ZMAT1,0,2,2,2,1,0,0,0,0
ZMAT2,3051,2951,3728,2130,2560,2475,2259,2085,2501
ZMAT3,1255,1853,623,738,961,1355,1150,894,1189
ZMAT4,50,42,63,1,2,1,2,0,2
ZMAT5,710,631,850,456,508,472,499,502,572
ZMIZ1,4122,3916,4773,3392,4230,3645,3869,3664,4232
ZMIZ1-AS1,9,26,26,4,12,14,8,7,8
ZMIZ2,4849,4824,7699,3828,4409,3246,3132,3873,4152
ZMPSTE24,3530,4227,3630,3611,3986,3476,2912,3254,4144
ZMYM1,3984,4536,4068,3006,3405,3518,2381,3301,4055
ZMYM2,16140,17317,18410,11565,12856,11403,10122,10500,12341
ZMYM3,6112,5293,7958,3582,4307,3569,3376,3835,4409
ZMYM4,17053,17420,19177,14326,16420,13367,12045,13802,16789
ZMYM4-AS1,1,2,1,0,1,0,3,0,0
ZMYM5,935,1180,1187,695,762,788,619,625,731
ZMYM6,1945,2197,2414,1329,1482,1386,1133,1224,1442
ZMYM6NB,0,1,1,0,0,0,0,0,0
ZMYND10,53,60,59,34,35,36,45,35,34
ZMYND10-AS1,0,0,0,0,0,0,0,0,0
ZMYND11,2510,2419,2959,1539,1860,1463,1327,1513,1881
ZMYND12,34,28,31,6,9,6,11,5,7
ZMYND15,1,3,1,0,3,3,1,0,1
ZMYND19,2357,2380,3517,2439,2856,1558,1507,2258,2423
ZMYND8,6823,7781,7022,4012,4572,5500,4878,4361,4955
ZNF10,1072,1011,1511,939,916,694,565,813,957
ZNF100,1974,1864,2818,1781,1987,1561,1348,1655,2033
ZNF101,1110,950,1523,1025,1122,737,698,867,966
ZNF106,31782,34672,29771,41772,48210,33938,32354,41605,51731
ZNF107,5111,4990,6862,5328,5804,4048,3184,4522,5267
ZNF112,1134,1323,1210,818,899,833,747,819,934
ZNF114,956,1186,1038,609,799,713,749,603,723
ZNF117,2602,2660,3834,2880,3005,1795,1540,2119,2609
ZNF12,4171,4277,5152,3453,3928,3172,2800,3148,3904
ZNF121,5029,4187,6883,4642,5190,3233,2957,3903,4766
ZNF124,3139,2456,4471,2309,2632,1939,1634,2054,2427
ZNF131,4276,5270,4619,3329,3735,3548,3343,3074,3816
ZNF132,377,324,403,353,369,271,279,303,347
ZNF133,2034,2324,2531,1329,1537,1345,1319,1278,1473
ZNF134,3001,3305,3079,2772,3311,2441,2451,2781,3290
ZNF135,98,115,173,98,92,72,77,80,81
ZNF136,1470,1358,1830,1077,1247,908,793,961,1143
ZNF138,1696,1575,2236,1666,1845,1198,916,1408,1716
ZNF14,773,710,939,490,559,472,450,475,586
ZNF140,1278,1226,1552,898,987,766,736,793,1083
ZNF141,6634,5363,10190,5223,5639,3654,3175,4094,4994
ZNF142,4576,4198,6245,4272,5153,3406,3334,4152,4534
ZNF143,1799,1811,2180,1776,1934,1519,1301,1476,1858
ZNF146,17222,17303,20086,13678,15178,12265,11033,12114,14963
ZNF148,3975,4101,4510,3061,3402,3260,2730,2980,3643
ZNF154,2,6,4,5,4,3,4,0,0
ZNF155,1013,1193,1051,799,935,847,700,766,968
ZNF157,0,0,0,0,1,0,0,0,2
ZNF16,625,605,759,509,607,457,461,522,588
ZNF160,4316,4598,5645,3815,4113,3086,2921,3230,3906
ZNF165,43,48,64,32,31,24,20,24,31
ZNF169,719,829,994,572,688,567,497,471,580
ZNF17,1064,1208,1177,777,859,768,650,674,819
ZNF174,748,688,1063,407,425,370,374,358,433
ZNF175,1215,1507,1227,895,1015,956,902,921,1080
ZNF177,331,336,437,336,330,201,233,272,288
ZNF18,1023,1146,1414,500,615,501,454,414,500
ZNF180,1322,1382,1671,1177,1307,953,961,995,1228
ZNF181,1202,1257,1579,746,878,712,578,766,943
ZNF182,693,739,839,467,489,478,456,435,500
ZNF184,1342,1308,1411,944,1027,888,857,975,1104
ZNF185,25,24,40,23,26,19,20,25,27
ZNF189,3711,3699,4277,3012,3267,2894,2742,2806,3478
ZNF19,162,199,268,112,107,108,111,107,125
ZNF195,5361,5052,8072,4064,4407,3140,2908,3345,3945
ZNF197,2835,2780,3199,1960,2106,1942,1745,1683,1949
ZNF197-AS1,32,46,40,27,26,24,22,14,25
ZNF2,919,793,1070,627,710,530,557,622,664
ZNF20,63,85,79,77,51,57,52,45,61
ZNF200,1898,1747,2364,1058,1181,963,910,941,1119
ZNF202,3465,3420,4877,3106,3477,2202,2154,2666,3285
ZNF205,1024,903,1424,486,524,527,557,468,569
ZNF205-AS1,38,44,57,11,10,13,10,10,12
ZNF207,18424,21939,21872,15542,16518,13836,11784,13701,16802
ZNF208,3,1,1,0,0,0,3,2,1
ZNF211,1553,1767,1692,1313,1558,1293,1203,1292,1506
ZNF212,1411,1404,1639,995,1182,1049,953,1076,1136
ZNF213,1569,1191,2352,909,1082,822,783,877,957
ZNF214,1200,494,2036,462,536,318,310,329,369
ZNF215,2,0,5,0,1,0,0,0,1
ZNF217,17697,14255,22516,13323,15008,12095,10625,13112,14896
ZNF219,2253,1606,3248,634,843,767,810,786,804
ZNF22,4769,4383,5880,3817,4445,3263,2889,3466,4258
ZNF221,1209,1315,1359,938,1042,952,888,864,1097
ZNF222,385,430,442,295,371,292,278,298,347
ZNF223,650,749,779,567,614,563,495,507,610
ZNF224,1798,2449,2069,1375,1383,1452,1365,1269,1436
ZNF225,882,934,898,624,738,648,615,605,717
ZNF226,3050,3764,3520,2053,2161,2116,1787,1835,2183
ZNF227,2494,2738,2926,1909,2136,1648,1624,1784,2134
ZNF229,239,148,401,307,387,157,133,295,346
ZNF23,111,121,180,81,100,65,54,81,81
ZNF230,882,1056,908,649,711,729,615,612,815
ZNF232,1061,749,1757,686,785,537,486,552,666
ZNF233,32,26,28,41,37,18,22,19,29
ZNF234,1977,2292,2206,1458,1722,1499,1392,1327,1554
ZNF235,1864,2299,2327,1599,1612,1347,1246,1299,1463
ZNF236,2408,2838,2464,2230,2432,1913,1724,2016,2244
ZNF239,367,325,526,166,185,127,132,105,149
ZNF24,19132,14812,25125,10208,12134,9743,8596,9967,12761
ZNF248,4513,4563,6262,2340,2474,2307,2068,1984,2441
ZNF25,1032,1343,979,621,634,757,628,535,698
ZNF250,1246,1391,1419,948,1018,947,948,877,973
ZNF251,792,1061,1046,932,962,735,768,857,958
ZNF252P-AS1,67,84,63,31,38,29,27,33,41
ZNF253,2502,1972,3399,2145,2383,1524,1349,1938,2251
ZNF254,2638,2381,3686,2169,2475,1805,1504,1911,2340
ZNF256,1266,1308,1436,1140,1266,863,880,1012,1158
ZNF257,2,0,1,0,0,1,1,0,0
ZNF259,4645,3065,6553,2586,3227,2235,2237,2554,2944
ZNF26,1869,1870,2610,906,1106,836,741,855,999
ZNF260,4742,4902,5245,4293,4723,3598,3206,3666,4771
ZNF263,3775,3449,5079,2171,2605,1935,1966,2129,2496
ZNF264,3402,3453,3899,2714,3152,2495,2384,2554,3303
ZNF266,1457,1600,1918,1176,1248,988,917,1033,1243
ZNF267,2149,2073,2526,1867,2018,1639,1273,1683,1977
ZNF268,2970,2895,3730,2425,2807,2131,1870,2110,2700
ZNF273,1628,1379,2376,1611,1776,1157,974,1430,1741
ZNF274,1957,1838,2362,1708,1912,1567,1469,1780,2061
ZNF275,3042,1937,4716,1714,2131,1529,1495,1719,1977
ZNF276,2471,2080,4768,1286,1472,1003,1027,1250,1326
ZNF277,1409,1392,1500,1090,1302,1091,851,1072,1249
ZNF28,2569,2752,2769,2239,2566,2007,1908,2161,2613
ZNF280A,1,0,0,0,0,1,0,0,0
ZNF280B,5,3,4,0,0,0,0,5,1
ZNF280C,2178,1856,2945,1867,2025,1655,1357,1631,1919
ZNF280D,2138,2101,2692,1421,1565,1295,1119,1376,1625
ZNF281,5543,4641,6857,4475,5229,3658,3301,4015,5200
ZNF282,3194,2917,4077,2277,2584,2055,2048,2290,2387
ZNF283,1372,1819,1619,992,1177,1159,986,1026,1283
ZNF284,393,596,499,345,343,300,267,293,357
ZNF285,93,80,115,56,41,38,42,44,58
ZNF286A,9795,8237,12636,12181,13623,8130,7797,11607,13820
ZNF286B,1901,1570,2537,2441,2852,1610,1514,2190,2647
ZNF287,1182,1223,1393,1278,1398,912,828,1159,1427
ZNF292,8520,9533,10338,7822,8773,7278,6053,6816,8368
ZNF295-AS1,5,5,7,4,2,3,4,1,6
ZNF296,11,15,12,5,3,8,4,4,6
ZNF3,4118,4189,5489,3586,4178,3050,3056,3436,4181
ZNF30,154,151,234,168,181,125,119,141,174
ZNF300,3305,3798,4037,2056,2413,2401,2018,2001,2500
ZNF302,4006,4293,4949,3102,3387,2608,2203,2861,3543
ZNF304,2182,2292,2358,1787,2021,1792,1579,1806,2311
ZNF311,0,0,0,0,0,1,0,0,0
ZNF317,3478,3273,4206,2473,3039,2218,2238,2442,2814
ZNF318,5409,5216,6061,3427,4127,3128,2894,3239,3989
ZNF319,581,549,711,438,535,399,360,511,508
ZNF32,830,727,1034,412,474,378,347,316,440
ZNF32-AS1,1,2,5,4,4,1,2,2,0
ZNF32-AS2,9,4,9,6,4,5,0,5,6
ZNF32-AS3,6,5,7,3,1,2,1,3,0
ZNF320,4877,5200,6709,3632,4018,3017,2858,3027,3720
ZNF321P,297,372,413,275,311,206,204,198,267
ZNF322,2324,2174,2898,2341,2727,1613,1467,2177,2568
ZNF324,1301,1426,1686,894,1141,868,833,873,1053
ZNF324B,906,894,1165,625,718,602,610,645,701
ZNF326,5295,5579,6488,5322,5861,4794,4020,4859,5817
ZNF329,1163,1145,1320,940,1011,805,777,870,1025
ZNF330,1508,1623,1856,1375,1608,1360,1236,1306,1714
ZNF331,4696,4853,5821,3749,4220,3509,3442,3605,4236
ZNF333,823,1015,1016,549,718,609,563,594,688
ZNF334,1587,1956,1652,1128,1148,809,734,913,1098
ZNF335,2961,3170,4159,2410,2752,2323,2207,2405,2608
ZNF337,2317,2252,2993,2349,2548,1508,1421,1956,2234
ZNF33A,4208,3435,6616,2184,2559,1752,1618,1837,2371
ZNF33B,322,260,452,165,173,143,123,133,152
ZNF34,322,403,402,392,405,334,297,279,382
ZNF341,503,498,662,289,346,298,304,278,328
ZNF343,1224,1280,1467,1052,1108,863,807,956,1124
ZNF345,917,992,1240,657,679,512,513,539,586
ZNF346,2706,2554,3715,2133,2440,1900,1804,1873,2120
ZNF346-IT1,168,165,229,106,102,89,76,69,91
ZNF347,3041,3572,3422,2603,2892,2340,2143,2230,2766
ZNF35,1086,1118,1370,892,1002,838,846,780,974
ZNF350,873,1118,1023,743,848,768,650,663,811
ZNF354A,1783,1574,2480,1335,1545,1010,987,1020,1373
ZNF354B,1446,1589,2105,1045,1168,885,784,893,1153
ZNF354C,3033,2624,4462,1933,2215,1736,1546,1665,2088
ZNF358,948,903,1149,558,686,612,573,668,658
ZNF362,5818,6349,5580,3230,4026,3767,3702,3587,4062
ZNF365,305,382,242,129,155,281,308,176,207
ZNF366,31,38,18,21,39,36,31,38,40
ZNF367,1652,1827,2119,1948,2040,1483,1268,1540,1832
ZNF37A,6547,6640,8994,4881,5421,4388,3694,4080,5152
ZNF382,1610,1658,1960,1241,1361,1086,995,1091,1313
ZNF383,1001,1107,1195,805,850,763,683,680,844
ZNF384,3685,3789,4598,3302,3815,2680,2670,3249,3781
ZNF385A,11415,10003,13088,3410,4044,5082,4347,3704,4066
ZNF385B,44,41,54,58,66,60,44,75,88
ZNF385C,37,27,28,14,13,21,19,22,16
ZNF385D,684,1209,351,194,262,555,484,323,432
ZNF385D-AS1,0,0,0,1,0,0,0,0,0
ZNF385D-AS2,2,3,0,2,1,3,1,5,4
ZNF391,343,301,405,284,314,211,185,224,298
ZNF394,1567,1697,1933,1284,1455,1176,1221,1168,1462
ZNF395,5713,8057,3750,3476,4400,3935,3879,3660,4455
ZNF396,246,256,371,123,131,145,123,105,114
ZNF397,7836,6531,11295,4041,4607,3291,3071,3230,3937
ZNF398,2871,2632,3801,2218,2448,1984,1798,1827,2271
ZNF404,86,104,70,93,88,67,52,82,96
ZNF407,6082,7329,6910,4671,5613,4602,4437,4093,5084
ZNF408,734,712,856,493,593,497,458,554,636
ZNF41,1022,1024,1134,678,756,693,644,615,754
ZNF410,423,408,542,257,303,276,203,204,251
ZNF414,366,282,507,209,245,199,218,249,286
ZNF415,648,897,705,622,690,636,584,571,670
ZNF416,733,782,804,773,827,637,601,652,897
ZNF417,2191,2220,2605,1573,1879,1663,1463,1505,1827
ZNF418,264,274,293,302,292,176,172,258,265
ZNF419,1200,1495,1302,773,810,724,731,748,857
ZNF420,1307,1527,1378,1211,1312,1118,923,1162,1273
ZNF423,483,565,340,174,179,316,299,185,202
ZNF425,341,258,481,96,144,82,87,114,107
ZNF426,1063,998,1203,935,1098,868,775,844,1082
ZNF428,2027,1819,2240,1456,1710,1454,1309,1691,1864
ZNF429,1039,915,1386,698,778,630,524,605,702
ZNF43,7464,7112,10633,5483,5819,4475,3938,4645,5589
ZNF430,1664,1771,2266,1408,1574,1370,1185,1274,1550
ZNF431,2949,3013,4205,2500,2738,2165,1899,2090,2666
ZNF432,1886,2196,2081,1857,2067,1642,1529,1579,2068
ZNF433,229,317,314,277,286,327,296,225,328
ZNF436,2003,1875,2309,1545,1684,1406,1288,1473,1847
ZNF438,12,13,15,4,1,7,10,5,6
ZNF439,977,1181,1174,686,735,538,535,574,649
ZNF44,589,731,716,408,477,497,432,365,503
ZNF440,1267,1250,1637,940,1038,883,839,823,1024
ZNF441,321,434,288,325,343,394,320,296,364
ZNF442,185,218,230,164,168,179,144,169,173
ZNF443,337,290,424,251,271,186,150,201,250
ZNF444,2422,2088,3260,1547,1741,1328,1361,1626,1664
ZNF445,6230,6014,8181,4470,5205,4135,4044,3856,4604
ZNF446,1435,1483,1803,863,990,896,850,861,938
ZNF449,631,700,611,430,462,492,357,411,448
ZNF45,2464,2692,2675,1770,2012,1708,1627,1648,2095
ZNF451,5912,5832,7324,5828,6516,4559,3940,4952,6005
ZNF454,3,3,6,3,4,1,1,0,3
ZNF460,11261,10679,13669,9394,10598,8417,7515,8583,10751
ZNF461,1047,1179,1426,965,994,800,693,724,968
ZNF462,7978,11181,6496,5721,6424,8944,8282,6296,7376
ZNF467,42,43,49,13,20,28,18,20,18
ZNF468,1850,1896,2229,1482,1736,1317,1315,1395,1872
ZNF469,50,82,16,1,1,65,55,27,17
ZNF470,2769,2571,3231,2456,2806,1973,1867,2072,2710
ZNF471,2098,2310,2328,1540,1734,1423,1206,1337,1608
ZNF473,2973,3134,3385,2905,3182,2590,2430,2791,3287
ZNF474,102,142,170,98,108,136,116,80,108
ZNF479,0,0,0,0,1,0,0,0,0
ZNF48,1385,1170,1737,835,926,790,733,851,914
ZNF480,3413,3538,3752,3148,3450,2848,2551,2926,3553
ZNF483,2729,2419,3810,2259,2733,1929,1808,2081,2408
ZNF484,2442,2644,2516,1810,2131,1887,1722,1715,2061
ZNF485,499,367,784,389,404,281,298,320,340
ZNF486,1303,1120,1651,1271,1511,1098,892,1177,1367
ZNF487,328,384,347,230,254,228,208,193,203
ZNF488,1457,980,2296,1083,1223,756,815,977,1065
ZNF490,295,280,377,172,209,185,183,153,181
ZNF491,626,613,802,274,284,241,226,204,254
ZNF492,964,867,1425,916,1042,627,595,784,1062
ZNF493,1343,1386,2025,1415,1547,982,777,1137,1360
ZNF496,6093,4610,8332,4243,5169,3495,3441,4018,4535
ZNF497,109,131,203,74,82,63,57,68,65
ZNF500,1992,1864,2664,1021,1163,890,955,920,1157
ZNF501,120,152,99,68,103,95,92,79,103
ZNF502,403,409,478,354,388,229,239,302,365
ZNF503,439,526,382,265,264,368,337,267,285
ZNF503-AS1,8,12,3,3,3,1,3,1,5
ZNF503-AS2,106,120,125,41,63,56,53,50,60
ZNF506,2423,2183,2944,1858,2130,1749,1542,1673,1961
ZNF507,13120,11706,16889,9558,11458,8417,7727,8729,10493
ZNF510,3958,3765,4882,3340,3909,3074,2858,3278,3754
ZNF511,1666,1256,2262,1141,1390,992,986,1163,1358
ZNF512,3549,3467,4185,2192,2464,2213,1967,2122,2423
ZNF512B,16402,17422,21046,8013,9316,8767,8629,8045,9380
ZNF513,2045,1944,2485,1304,1549,1294,1217,1388,1561
ZNF514,1709,1527,2644,1220,1334,973,913,1072,1239
ZNF516,931,1308,469,1291,1428,1108,1057,1373,1372
ZNF517,307,326,379,239,244,197,187,196,202
ZNF518A,4771,5161,6076,3673,4328,3455,2798,3461,4108
ZNF518B,7624,7862,8627,6293,7408,5864,5268,6171,7361
ZNF519,4258,4581,5579,3333,3601,2595,2379,2508,2965
ZNF521,6481,5510,9688,4175,4833,3434,3395,3562,4339
ZNF524,139,146,146,80,77,69,99,123,116
ZNF525,1972,1918,2593,1970,2186,1373,1183,1550,1797
ZNF526,1950,1859,2134,1488,1760,1522,1560,1550,1692
ZNF527,1166,1228,1533,1037,997,836,787,821,923
ZNF528,3628,4073,4696,2855,3150,2483,2397,2384,2739
