,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
B3GNT1,892.4662387275745,0.9502658687737419,0.17937501229867558,5.297649079412819,1.1730312572343586e-07,3.0185095026274832e-06
B3GNT2,787.2071893406264,0.23499210108256344,0.1515363535965276,1.5507308675794098,0.12096619396911047,0.3528157337082685
B3GNT4,17.64493118247273,0.18528751377598962,0.5389160073212793,0.3438151980249659,0.7309852698771209,0.8928129797816485
B3GNT5,942.2444044675373,0.7113050667848747,0.4788180922973272,1.4855434208262588,0.13739993014412955,0.38154648716947964
B3GNT6,5.902477596739705,0.05216062400720587,0.9203097163709829,0.056677250146709934,0.9548022966311949,0.9854523096388583
B3GNT7,16.11407667900353,0.5001731920877406,0.5791023621914839,0.8637042857068421,0.3877503587297855,0.6783347684108321
B3GNT8,228.49672405111028,-0.6649482652774616,0.31379060850018625,-2.119082749020728,0.03408347434900793,0.14945851136265761
B3GNT9,748.3271366528828,0.7839545127541185,0.12062875551297621,6.498902433506308,8.090811004409966e-11,3.435920741467661e-09
B3GNTL1,494.1264995186527,-0.34617899431905286,0.32991963983436845,-1.0492827722922078,0.2940479926040339,0.589605745363389
B4GALNT1,465.9604372643667,1.127132090647095,0.23491169867117082,4.798109660025291,1.6017008501767967e-06,3.323028732601173e-05
B4GALNT2,8.491202422579205,2.447883627903511,1.0182231624204798,2.4040738005649946,0.016213499725055563,0.08655166819188734
B4GALNT3,1927.3828186988585,-1.6418063589549035,0.1770051629783104,-9.275471581335086,1.7683503511639197e-20,2.07177846730187e-18
B4GALNT4,3007.171985674436,-0.22010611864499383,0.21378295221467686,-1.029577505431618,0.3032083793114878,0.5987847557982952
B4GALT1,2575.6393988278264,0.844603454326217,0.11603682856998444,7.278753346975676,3.3691903273131865e-13,1.8537061809142745e-11
B4GALT2,4883.7330025215315,-0.0693507158660129,0.18183755905356316,-0.3813882908843081,0.7029151481707288,0.8796580871471983
B4GALT3,2096.119129737051,0.17056083118908277,0.10812129551952457,1.577495260018253,0.11468161190203638,0.34126903694200783
B4GALT4,697.4038401455863,0.3233451225731899,0.20145405614027492,1.6050564022798368,0.10848139271255594,0.32931319900258754
B4GALT5,9813.003325647684,0.08736677960786231,0.2442982382146651,0.3576234533918048,0.7206251243302091,0.8888215631214252
B4GALT6,3.7041659610782425,-1.6475156253225811,1.1820019624784426,-1.3938349322771353,0.1633674567901586,
B4GALT7,1023.8164743664871,-0.025566725094720986,0.10958377603417896,-0.23330757544571906,0.8155225765548282,0.9305233566881898
B9D1,756.9901022902623,0.13775000346260474,0.18454199900957277,0.7464425670140228,0.45540011348325476,0.7319993592321834
B9D2,176.13176183233233,0.13456623462592052,0.19370569444602845,0.6946942629165413,0.48724692417748033,0.7541573662451722
BAALC,2.831889777056443,1.2136533552643813,1.4023244104975052,0.8654583391540701,0.3867872726102595,
BAAT,102.31177782920439,-0.6868250046178239,0.7115793797977285,-0.9652120678553935,0.33443860371063266,0.6282789728451869
BABAM1,715.3062272080397,-0.05893584622336716,0.1294787265618201,-0.45517783336576156,0.6489813063526972,0.8552668166046368
BACE1,798.0812773348831,-0.20796896052803326,0.16640620836484551,-1.2497668360549472,0.21138473410900774,0.4923000174519536
BACH1,5314.885645921673,0.01687695684683271,0.13877657256230536,0.12161243454298169,0.903205965248114,0.9671565487595737
BACH1-IT1,268.7070032669322,0.18564360891405465,0.16763484919276392,1.1074284959721137,0.268108711296845,0.5613878472349939
BACH1-IT2,306.0435482811609,0.20277964903015844,0.22860471224624226,0.8870317984160087,0.3750617808401295,0.6683462010372067
BACH1-IT3,162.21679659965008,-0.4102560788559858,0.21946853404629355,-1.86931616707044,0.061578840163985106,0.2266196894948432
BACH2,1265.4982640539054,0.4589154283572465,0.17662653090506752,2.598224774079396,0.009370713166488766,0.05698824248456695
BAD,576.4714131147233,0.5352245351914712,0.11663215937694459,4.588996191536451,4.453825541118063e-06,8.480577753580158e-05
BAG1,1405.0002009177745,-0.36334283844834314,0.15268679826525466,-2.379661127068281,0.01732856539085935,0.09096811726139843
BAG2,487.3969980027911,0.04285750109264824,0.3317796029159988,0.1291746108439917,0.8972194854861678,0.9653154976462838
BAG3,1274.5729643263198,0.27245508502977667,0.24819433523151652,1.09774900694502,0.27231410377623144,0.5654378653994164
BAG4,3861.023485625115,-0.16333677182685977,0.1795138467745749,-0.9098839714129152,0.36288370371592726,0.6564444777759618
BAG5,3351.6617376869413,-0.13516189410163376,0.18471763703408786,-0.7317216497128043,0.4643384794683045,0.7392078567316936
BAG6,10851.512163720283,-0.13201212438698467,0.13484152811900538,-0.9790168224026385,0.3275716675801026,0.6231965711331459
BAHD1,1812.895463997421,-0.09752886965126499,0.2128842266930015,-0.4581310281475693,0.6468583082555466,0.8536492148397071
BAI1,8.622383780476039,-2.240879269936791,0.8765455020125458,-2.5564893833711304,0.010573429753053228,0.06248991109541874
BAI2,2225.252879761733,0.8008527033166017,0.2906838157693953,2.755064643681204,0.005868054036974723,0.03927218825753547
BAI3,1134.6142822440468,-0.1333542610701936,0.28278763921883654,-0.47157033255968017,0.6372335068273827,0.8487781552518545
BAIAP2,1473.3691371531877,0.10466115364097807,0.14008954095113485,0.747101838798125,0.4550020903424656,0.7316712636269426
BAIAP2-AS1,2240.5622461591415,0.07938452841375242,0.20914094787868273,0.3795742977114235,0.7042614428145582,0.8804152119343182
BAIAP2L1,65.15847771671243,-0.9705175489546386,0.5805486252471892,-1.6717248250160033,0.09457859653987508,0.3027031829157467
BAIAP2L2,24.072743523623306,0.8007690009771744,0.47687106109004407,1.6792149205841012,0.09311016510302882,0.29959210958918014
BAIAP3,82.22835968174357,-0.42671755824906726,0.5526855034963742,-0.7720802437364211,0.4400669025700815,0.7221409920998909
BAK1,949.3750225563334,0.06019325698946712,0.18301259099258727,0.3289022720404258,0.7422295569350279,0.8981932160844044
BAMBI,154.32115730477253,1.3907139299328484,0.33399888534381,4.163828057393912,3.129558271491049e-05,0.0004820681523069391
BANF1,4049.4431026619745,-0.02883959975772537,0.1267203682711204,-0.22758456395914625,0.8199692212474603,0.9334853946605126
BANK1,113.88693058388121,-0.8791042198617475,0.40035612611158944,-2.195805590387591,0.02810586136343904,0.1298502530214835
BANP,1153.8658929311207,-0.23717774001393577,0.15012968131538074,-1.579819113288406,0.11414829718903152,0.3402411905288747
BAP1,3776.1752906380607,0.05060217077331926,0.13293760869646862,0.380646013340418,0.7034659333254215,0.879906240869447
BARD1,5125.060681563037,0.01992423268563156,0.2060186483314697,0.0967108213115487,0.9229560459532944,0.9731347573981877
BARHL2,39.47393957342913,0.07571858455172513,0.5079877059947964,0.14905593906735365,0.8815094929384656,0.9597541353563358
BARX1,313.70781686882066,1.013955964880748,0.21681253485712287,4.676648264589194,2.9160178943969125e-06,5.76746061595862e-05
BARX2,12.783002426737662,-0.526865288903716,0.8142600861425224,-0.6470479124178723,0.5176009349136155,0.7748258414636963
BASP1,440.3765166981404,0.14015496957822293,0.35846902496110916,0.3909820927859208,0.6958104723201617,0.8766625430801922
BATF2,23.986337729275544,0.508827352464827,0.8334498269686191,0.6105074786751203,0.5415256908334387,0.7913053723933138
BATF3,353.4502139242975,-0.14714834238587163,0.28978781139584436,-0.5077796118376764,0.6116079094904221,0.8342041727140378
BAX,3026.2833468899403,0.20409587239219765,0.14641697294811562,1.3939358824507397,0.16333696743999146,0.4215493412278715
BAZ1A,11929.910284357187,-0.3136188487994095,0.19349711266247072,-1.6207934293390451,0.10506194815396136,0.32293972063239335
BAZ1B,24519.7138814166,-0.26531725140499113,0.1453632870776572,-1.8252012371132686,0.06797066720084009,0.24309064080429738
BAZ2A,22779.56314403901,0.018830654126562294,0.14788147173361949,0.12733612876454298,0.8986743664176347,0.965724203314932
BAZ2B,6299.965658621084,0.14504090161899416,0.09909867984648471,1.4636007446686399,0.14330306898369297,0.39009609954886965
BBC3,137.39589191514696,-0.13104384412714587,0.3587605782173616,-0.36526823760371624,0.7149111855274336,0.8859987606340548
BBIP1,1497.6743146165602,-0.06145746838801361,0.12429763743176808,-0.49443794474170966,0.6209969216996202,0.8396686059531483
BBS1,181.87982923018134,0.07935232810942933,0.3051005249338059,0.2600858458917613,0.7947975556700213,0.9217967237223904
BBS10,648.7424106632153,-0.08694604930005974,0.13653969499212312,-0.6367822141764385,0.5242667128146971,0.7796159657324448
BBS12,319.99171161878706,-0.43003171222709885,0.19417393488851187,-2.214672697826351,0.026782538148183398,0.12530604000408005
BBS2,964.2945781525567,0.39612711378835,0.32725197346398177,1.2104651641831852,0.2261004501729169,0.5120230433307545
BBS4,1066.1322602295227,0.27058775672009266,0.14326383085295152,1.8887374092196978,0.05892702331823316,0.2199126512590937
BBS5,797.0400743111958,0.04758297895260844,0.2434861047411515,0.1954237963730768,0.8450611889253501,0.9443520395160463
BBS7,1033.248539331098,-0.1485833587404457,0.22077474753924087,-0.6730088490488988,0.5009416612500929,0.7642478029198084
BBS9,1314.1495997141844,0.33162957428475437,0.14302551134632124,2.3186742781974625,0.0204127042284381,0.10277043228458078
BBX,7517.828591744772,0.5141156081167131,0.2956153581799763,1.7391370031719042,0.08201066723058764,0.27468028890369595
BCAM,2786.9935318776747,-0.3516724031812804,0.18017665726943774,-1.9518199999425365,0.0509595789174117,0.1986662460657416
BCAN,15.811963228948803,-0.2209404695686928,0.6993861829742888,-0.31590625458040417,0.7520736643905614,0.9042590506288448
BCAP29,1247.4097405660252,0.36531563288033586,0.23557944539522185,1.5507109810342792,0.12097096176601725,0.3528157337082685
BCAP31,1932.99677474935,-0.010150865694998698,0.13903766899392628,-0.07300802558364329,0.9417997310641574,0.9804163547160364
BCAR1,2038.9672499604505,0.421750183036292,0.11725753032044316,3.5967854847678162,0.0003221739599449155,0.0035520429645550496
BCAR3,1557.7159593096321,-0.2399371134146758,0.26667694842443723,-0.8997294848027025,0.3682642284254745,0.6609577839143752
BCAR4,15.412901273271919,-0.7847636311580285,0.8219662894000345,-0.954739435519721,0.3397094818429475,0.6337573763456338
BCAS1,42.44278877333246,-2.4268518250754614,0.8688239673043001,-2.793260679266542,0.005217962358313706,0.03581247983450194
BCAS2,2086.5388152456126,-0.11539451558922884,0.1813792145595011,-0.6362058401756607,0.5246422671164842,0.7799149152230942
BCAS3,2558.9853146182436,0.26667642973232186,0.16384763804116825,1.62758787932797,0.10361230089365842,0.3199695690282394
BCAS4,293.6033914207404,0.6640336744502218,0.3118935879770655,2.1290391981352634,0.03325101747747656,0.14681013413852817
BCAT1,8769.299380407107,0.40296413145292004,0.22826268156850688,1.7653526572278582,0.07750451478276037,0.2648691525271514
BCAT2,2208.1017553602323,0.535332556257138,0.10025189201156443,5.3398748444107715,9.301076917224058e-08,2.4342910507273528e-06
BCCIP,6121.765011582033,-0.5108611101932465,0.12105152436142542,-4.220195597603221,2.4409044364144014e-05,0.00038583725127036214
BCDIN3D,415.8368782046152,0.03456780124271431,0.16351981532944507,0.21139824047055217,0.8325765296219729,0.9392239993431616
BCDIN3D-AS1,152.2011164770717,-0.2483442657829967,0.2311661846677449,-1.0743105274672498,0.28268352824512233,0.5772795890554805
BCHE,15498.788145291748,2.1209065366336515,0.2086980978195637,10.162558062543273,2.913306707241596e-24,5.002097386907833e-22
BCKDHA,42.09244818590548,-0.3920386285074554,0.3701350028847353,-1.0591773959555542,0.28951899737129105,0.5849598204474058
BCKDHB,1806.973046565776,0.2058823800450737,0.0981377184711088,2.0978924643095747,0.03591464585118209,0.1550899796454003
BCKDK,2436.67388711659,0.22330691975293773,0.1486540413146495,1.50219205463963,0.13304751619421384,0.3738055268782842
BCL10,1703.7552886816968,0.2964081985743231,0.14848474526852162,1.9962198678274654,0.0459099957905959,0.18479979510131336
BCL11A,4602.2332636872625,0.04298913987408936,0.14977713719053143,0.28702070743549396,0.7740964647724822,0.9127153480273957
BCL11B,2613.0897321955413,-1.1669450735663067,0.26142266949747905,-4.463825099060737,8.050929103179777e-06,0.00014445977923246094
BCL2,1968.0022446531245,-0.2514885331347412,0.13798816188484858,-1.8225370183900913,0.06837354213206497,0.24404943344880609
BCL2L1,1215.347532209815,0.40421442853507594,0.18777225080292004,2.152684578294409,0.0313434763189347,0.14067048443459595
BCL2L10,53.48514025202606,-1.1894937957792835,0.49854267496267196,-2.385941776936841,0.01703544784990863,0.08966570159266124
BCL2L11,1694.4541027741718,-0.5727221120109167,0.1825505034441782,-3.1373351549591777,0.0017049111509248934,0.014598759842205976
