gene,importance
SDPR,0.03485838779956428
TNS1,0.03050108932461874
IFI44,0.03050108932461874
COBL,0.028322440087145972
LEPRE1,0.028322440087145972
ISG15,0.028322440087145972
LOXL2,0.026143790849673207
ITGB5,0.026143790849673207
EFEMP2,0.026143790849673207
ELL2,0.02396514161220044
GNG2,0.02396514161220044
ADAMTS12,0.02396514161220044
C15orf52,0.02396514161220044
FSTL1,0.02396514161220044
CHST3,0.02396514161220044
